"Chromosome","Strand","Bin","Allele","Clone"
"6",2,252,"B",2
"6",2,253,"B",2
"6",2,254,"B",2
"6",2,255,"B",2
"6",2,256,"B",2
"6",2,257,"B",2
"6",2,258,"B",2
"6",2,259,"B",2
"6",2,260,"B",2
"6",2,261,"B",2
"6",2,262,"B",2
"6",2,263,"B",2
"6",2,264,"B",2
"6",2,265,"B",2
"6",2,266,"B",2
"6",2,267,"B",2
"6",2,268,"B",2
"6",2,269,"B",2
"6",2,270,"B",2
"6",2,271,"B",2
"6",2,272,"B",2
"6",2,273,"B",2
"6",2,274,"B",2
"6",2,275,"B",2
"6",2,276,"B",2
"6",2,277,"B",2
"6",2,278,"B",2
"6",2,279,"B",2
"6",2,280,"B",2
"6",2,281,"B",2
"6",2,282,"B",2
"6",2,283,"B",2
"6",2,284,"B",2
"6",2,285,"B",2
"6",2,286,"B",2
"6",2,287,"B",2
"6",2,288,"B",2
"6",2,289,"B",2
"6",2,290,"B",2
"6",2,291,"B",2
"6",2,292,"B",2
"6",2,293,"B",2
"6",2,294,"B",2
"6",2,295,"B",2
"6",2,296,"B",2
"6",2,297,"B",2
"6",2,298,"B",2
"6",2,299,"B",2
"6",2,300,"B",2
"6",2,301,"B",2
"6",2,302,"B",2
"6",2,303,"B",2
"6",2,304,"B",2
"6",2,305,"B",2
"6",2,306,"B",2
"6",2,307,"B",2
"6",2,308,"B",2
"6",2,309,"B",2
"6",2,310,"B",2
"6",2,311,"B",2
"6",2,312,"B",2
"6",2,313,"B",2
"6",2,314,"B",2
"6",2,315,"B",2
"6",2,316,"B",2
"6",2,317,"B",2
"6",2,318,"B",2
"6",2,319,"B",2
"6",2,320,"B",2
"6",2,321,"B",2
"6",2,322,"B",2
"6",2,323,"B",2
"6",2,324,"B",2
"6",2,325,"B",2
"6",2,326,"B",2
"6",2,327,"B",2
"6",2,328,"B",2
"6",2,329,"B",2
"6",2,330,"B",2
"6",2,331,"B",2
"6",2,332,"B",2
"6",2,333,"B",2
"6",2,334,"B",2
"6",2,335,"B",2
"6",2,336,"B",2
"6",2,337,"B",2
"6",2,338,"B",2
"6",2,339,"B",2
"6",2,340,"B",2
"6",2,341,"B",2
"6",2,342,"B",2
"7",2,1,"B",2
"7",2,2,"B",2
"7",2,3,"B",2
"7",2,4,"B",2
"7",2,5,"B",2
"7",2,6,"B",2
"7",2,7,"B",2
"7",2,8,"B",2
"7",2,9,"B",2
"7",2,10,"B",2
"7",2,11,"B",2
"7",2,12,"B",2
"7",2,13,"B",2
"7",2,14,"B",2
"7",2,15,"B",2
"7",2,16,"B",2
"7",2,17,"B",2
"7",2,18,"B",2
"7",2,19,"B",2
"7",2,20,"B",2
"7",2,21,"B",2
"7",2,22,"B",2
"7",2,23,"B",2
"7",2,24,"B",2
"7",2,25,"B",2
"7",2,26,"B",2
"7",2,27,"B",2
"7",2,28,"B",2
"7",2,29,"B",2
"7",2,30,"B",2
"7",2,31,"B",2
"7",2,32,"B",2
"7",2,33,"B",2
"7",2,34,"B",2
"7",2,35,"B",2
"7",2,36,"B",2
"7",2,37,"B",2
"7",2,38,"B",2
"7",2,39,"B",2
"7",2,40,"B",2
"7",2,41,"B",2
"7",2,42,"B",2
"7",2,43,"B",2
"7",2,44,"B",2
"7",2,45,"B",2
"7",2,46,"B",2
"7",2,47,"B",2
"7",2,48,"B",2
"7",2,49,"B",2
"7",2,50,"B",2
"7",2,51,"B",2
"7",2,52,"B",2
"7",2,53,"B",2
"7",2,54,"B",2
"7",2,55,"B",2
"7",2,56,"B",2
"7",2,57,"B",2
"7",2,58,"B",2
"7",2,59,"B",2
"7",2,60,"B",2
"7",2,61,"B",2
"7",2,62,"B",2
"7",2,63,"B",2
"7",2,64,"B",2
"7",2,65,"B",2
"7",2,66,"B",2
"7",2,67,"B",2
"7",2,68,"B",2
"7",2,69,"B",2
"7",2,70,"B",2
"7",2,71,"B",2
"7",2,72,"B",2
"7",2,73,"B",2
"7",2,74,"B",2
"7",2,75,"B",2
"7",2,76,"B",2
"7",2,77,"B",2
"7",2,78,"B",2
"7",2,79,"B",2
"7",2,80,"B",2
"7",2,81,"B",2
"7",2,82,"B",2
"7",2,83,"B",2
"7",2,84,"B",2
"7",2,85,"B",2
"7",2,86,"B",2
"7",2,87,"B",2
"7",2,88,"B",2
"7",2,89,"B",2
"7",2,90,"B",2
"7",2,91,"B",2
"7",2,92,"B",2
"7",2,93,"B",2
"7",2,94,"B",2
"7",2,95,"B",2
"7",2,96,"B",2
"7",2,97,"B",2
"7",2,98,"B",2
"7",2,99,"B",2
"7",2,100,"B",2
"7",2,101,"B",2
"7",2,102,"B",2
"7",2,103,"B",2
"7",2,104,"B",2
"7",2,105,"B",2
"7",2,106,"B",2
"7",2,107,"B",2
"7",2,108,"B",2
"7",2,109,"B",2
"7",2,110,"B",2
"7",2,111,"B",2
"7",2,112,"B",2
"7",2,113,"B",2
"7",2,114,"B",2
"7",2,115,"B",2
"7",2,116,"B",2
"7",2,117,"B",2
"7",2,118,"B",2
"7",2,119,"B",2
"7",2,120,"B",2
"7",2,121,"B",2
"7",2,122,"B",2
"7",2,123,"B",2
"7",2,124,"B",2
"7",2,125,"B",2
"7",2,126,"B",2
"7",2,127,"B",2
"7",2,128,"B",2
"7",2,129,"B",2
"7",2,130,"B",2
"7",2,131,"B",2
"7",2,132,"B",2
"7",2,133,"B",2
"7",2,134,"B",2
"7",2,135,"B",2
"7",2,136,"B",2
"7",2,137,"B",2
"7",2,138,"B",2
"7",2,139,"B",2
"7",2,140,"B",2
"7",2,141,"B",2
"7",2,142,"B",2
"7",2,143,"B",2
"7",2,144,"B",2
"7",2,145,"B",2
"7",2,146,"B",2
"7",2,147,"B",2
"7",2,148,"B",2
"7",2,149,"B",2
"7",2,150,"B",2
"7",2,151,"B",2
"7",2,152,"B",2
"7",2,153,"B",2
"7",2,154,"B",2
"7",2,155,"B",2
"7",2,156,"B",2
"7",2,157,"B",2
"7",2,158,"B",2
"7",2,159,"B",2
"7",2,160,"B",2
"7",2,161,"B",2
"7",2,162,"B",2
"7",2,163,"B",2
"7",2,164,"B",2
"7",2,165,"B",2
"7",2,166,"B",2
"7",2,167,"B",2
"7",2,168,"B",2
"7",2,169,"B",2
"7",2,170,"B",2
"7",2,171,"B",2
"7",2,172,"B",2
"7",2,173,"B",2
"7",2,174,"B",2
"7",2,175,"B",2
"7",2,176,"B",2
"7",2,177,"B",2
"7",2,178,"B",2
"7",2,179,"B",2
"7",2,180,"B",2
"7",2,181,"B",2
"7",2,182,"B",2
"7",2,183,"B",2
"7",2,184,"B",2
"7",2,185,"B",2
"7",2,186,"B",2
"7",2,187,"B",2
"7",2,188,"B",2
"7",2,189,"B",2
"7",2,190,"B",2
"7",2,191,"B",2
"7",2,192,"B",2
"7",2,193,"B",2
"7",2,194,"B",2
"7",2,195,"B",2
"7",2,196,"B",2
"7",2,197,"B",2
"7",2,198,"B",2
"7",2,199,"B",2
"7",2,200,"B",2
"7",2,201,"B",2
"7",2,202,"B",2
"7",2,203,"B",2
"7",2,204,"B",2
"7",2,205,"B",2
"7",2,206,"B",2
"7",2,207,"B",2
"7",2,208,"B",2
"7",2,209,"B",2
"7",2,210,"B",2
"7",2,211,"B",2
"7",2,212,"B",2
"7",2,213,"B",2
"7",2,214,"B",2
"7",2,215,"B",2
"7",2,216,"B",2
"7",2,217,"B",2
"7",2,218,"B",2
"7",2,219,"B",2
"7",2,220,"B",2
"7",2,221,"B",2
"7",2,222,"B",2
"7",2,223,"B",2
"7",2,224,"B",2
"7",2,225,"B",2
"7",2,226,"B",2
"7",2,227,"B",2
"7",2,228,"B",2
"7",2,229,"B",2
"7",2,230,"B",2
"7",2,231,"B",2
"7",2,232,"B",2
"7",2,233,"B",2
"7",2,234,"B",2
"7",2,235,"B",2
"7",2,236,"B",2
"7",2,237,"B",2
"7",2,238,"B",2
"7",2,239,"B",2
"7",2,240,"B",2
"7",2,241,"B",2
"7",2,242,"B",2
"7",2,243,"B",2
"7",2,244,"B",2
"7",2,245,"B",2
"7",2,246,"B",2
"7",2,247,"B",2
"7",2,248,"B",2
"7",2,249,"B",2
"7",2,250,"B",2
"7",2,251,"B",2
"7",2,252,"B",2
"7",2,253,"B",2
"7",2,254,"B",2
"7",2,255,"B",2
"7",2,256,"B",2
"7",2,257,"B",2
"7",2,258,"B",2
"7",2,259,"B",2
"7",2,260,"B",2
"7",2,261,"B",2
"7",2,262,"B",2
"7",2,263,"B",2
"7",2,264,"B",2
"7",2,265,"B",2
"7",2,266,"B",2
"7",2,267,"B",2
"7",2,268,"B",2
"7",2,269,"B",2
"7",2,270,"B",2
"7",2,271,"B",2
"7",2,272,"B",2
"7",2,273,"B",2
"7",2,274,"B",2
"7",2,275,"B",2
"7",2,276,"B",2
"7",2,277,"B",2
"7",2,278,"B",2
"7",2,279,"B",2
"7",2,280,"B",2
"7",2,281,"B",2
"7",2,282,"B",2
"7",2,283,"B",2
"7",2,284,"B",2
"7",2,285,"B",2
"7",2,286,"B",2
"7",2,287,"B",2
"7",2,288,"B",2
"7",2,289,"B",2
"7",2,290,"B",2
"7",2,291,"B",2
"7",2,292,"B",2
"7",2,293,"B",2
"7",2,294,"B",2
"7",2,295,"B",2
"7",2,296,"B",2
"7",2,297,"B",2
"7",2,298,"B",2
"7",2,299,"B",2
"7",2,300,"B",2
"7",2,301,"B",2
"7",2,302,"B",2
"7",2,303,"B",2
"7",2,304,"B",2
"7",2,305,"B",2
"7",2,306,"B",2
"7",2,307,"B",2
"7",2,308,"B",2
"7",2,309,"B",2
"7",2,310,"B",2
"7",2,311,"B",2
"7",2,312,"B",2
"7",2,313,"B",2
"7",2,314,"B",2
"7",2,315,"B",2
"7",2,316,"B",2
"7",2,317,"B",2
"7",2,318,"B",2
"7",2,319,"B",2
"8",2,1,"B",2
"8",2,2,"B",2
"8",2,3,"B",2
"8",2,4,"B",2
"8",2,5,"B",2
"8",2,6,"B",2
"8",2,7,"B",2
"8",2,8,"B",2
"8",2,9,"B",2
"8",2,10,"B",2
"8",2,11,"B",2
"8",2,12,"B",2
"8",2,13,"B",2
"8",2,14,"B",2
"8",2,15,"B",2
"8",2,16,"B",2
"8",2,17,"B",2
"8",2,18,"B",2
"8",2,19,"B",2
"8",2,20,"B",2
"8",2,21,"B",2
"8",2,22,"B",2
"8",2,23,"B",2
"8",2,24,"B",2
"8",2,25,"B",2
"8",2,26,"B",2
"8",2,27,"B",2
"8",2,28,"B",2
"8",2,29,"B",2
"8",2,30,"B",2
"8",2,31,"B",2
"8",2,32,"B",2
"8",2,33,"B",2
"8",2,34,"B",2
"8",2,35,"B",2
"8",2,36,"B",2
"8",2,37,"B",2
"8",2,38,"B",2
"8",2,39,"B",2
"8",2,40,"B",2
"8",2,41,"B",2
"8",2,42,"B",2
"8",2,43,"B",2
"8",2,44,"B",2
"8",2,45,"B",2
"8",2,46,"B",2
"8",2,47,"B",2
"8",2,48,"B",2
"8",2,49,"B",2
"8",2,50,"B",2
"8",2,51,"B",2
"8",2,52,"B",2
"8",2,53,"B",2
"8",2,54,"B",2
"8",2,55,"B",2
"8",2,56,"B",2
"8",2,57,"B",2
"8",2,58,"B",2
"8",2,59,"B",2
"8",2,60,"B",2
"8",2,61,"B",2
"8",2,62,"B",2
"8",2,63,"B",2
"8",2,64,"B",2
"8",2,65,"B",2
"8",2,66,"B",2
"8",2,67,"B",2
"8",2,68,"B",2
"8",2,69,"B",2
"8",2,70,"B",2
"8",2,71,"B",2
"8",2,72,"B",2
"8",2,73,"B",2
"8",2,74,"B",2
"8",2,75,"B",2
"8",2,76,"B",2
"8",2,77,"B",2
"8",2,78,"B",2
"8",2,79,"B",2
"8",2,80,"B",2
"8",2,81,"B",2
"8",2,82,"B",2
"8",2,83,"B",2
"8",2,84,"B",2
"8",2,85,"B",2
"8",2,86,"B",2
"8",2,87,"B",2
"8",2,88,"B",2
"8",2,89,"B",2
"8",2,90,"B",2
"8",2,91,"B",2
"8",2,92,"B",2
"8",2,93,"B",2
"8",2,94,"B",2
"8",2,95,"B",2
"8",2,96,"B",2
"8",2,97,"B",2
"8",2,98,"B",2
"8",2,99,"B",2
"8",2,100,"B",2
"8",2,101,"B",2
"8",2,102,"B",2
"8",2,103,"B",2
"8",2,104,"B",2
"8",2,105,"B",2
"8",2,106,"B",2
"8",2,107,"B",2
"8",2,108,"B",2
"8",2,109,"B",2
"8",2,110,"B",2
"8",2,111,"B",2
"8",2,112,"B",2
"8",2,113,"B",2
"8",2,114,"B",2
"8",2,115,"B",2
"8",2,116,"B",2
"8",2,117,"B",2
"8",2,118,"B",2
"8",2,119,"B",2
"8",2,120,"B",2
"8",2,121,"B",2
"8",2,122,"B",2
"8",2,123,"B",2
"8",2,124,"B",2
"8",2,125,"B",2
"8",2,126,"B",2
"8",2,127,"B",2
"8",2,128,"B",2
"8",2,129,"B",2
"8",2,130,"B",2
"8",2,131,"B",2
"8",2,132,"B",2
"8",2,133,"B",2
"8",2,134,"B",2
"8",2,135,"B",2
"8",2,136,"B",2
"8",2,137,"B",2
"8",2,138,"B",2
"8",2,139,"B",2
"8",2,140,"B",2
"8",2,141,"B",2
"8",2,142,"B",2
"8",2,143,"B",2
"8",2,144,"B",2
"8",2,145,"B",2
"8",2,146,"B",2
"8",2,147,"B",2
"8",2,148,"B",2
"8",2,149,"B",2
"8",2,150,"B",2
"8",2,151,"B",2
"8",2,152,"B",2
"8",2,153,"B",2
"8",2,154,"B",2
"8",2,155,"B",2
"8",2,156,"B",2
"8",2,157,"B",2
"8",2,158,"B",2
"8",2,159,"B",2
"8",2,160,"B",2
"8",2,161,"B",2
"8",2,162,"B",2
"8",2,163,"B",2
"8",2,164,"B",2
"8",2,165,"B",2
"8",2,166,"B",2
"8",2,167,"B",2
"8",2,168,"B",2
"8",2,169,"B",2
"8",2,170,"B",2
"8",2,171,"B",2
"8",2,172,"B",2
"8",2,173,"B",2
"8",2,174,"B",2
"8",2,175,"B",2
"8",2,176,"B",2
"8",2,177,"B",2
"8",2,178,"B",2
"8",2,179,"B",2
"8",2,180,"B",2
"8",2,181,"B",2
"8",2,182,"B",2
"8",2,183,"B",2
"8",2,184,"B",2
"8",2,185,"B",2
"8",2,186,"B",2
"8",2,187,"B",2
"8",2,188,"B",2
"8",2,189,"B",2
"8",2,190,"B",2
"8",2,191,"B",2
"8",2,192,"B",2
"8",2,193,"B",2
"8",2,194,"B",2
"8",2,195,"B",2
"8",2,196,"B",2
"8",2,197,"B",2
"8",2,198,"B",2
"8",2,199,"B",2
"8",2,200,"B",2
"8",2,201,"B",2
"8",2,202,"B",2
"8",2,203,"B",2
"8",2,204,"B",2
"8",2,205,"B",2
"8",2,206,"B",2
"8",2,207,"B",2
"8",2,208,"B",2
"8",2,209,"B",2
"8",2,210,"B",2
"8",2,211,"B",2
"8",2,212,"B",2
"8",2,213,"B",2
"8",2,214,"B",2
"8",2,215,"B",2
"8",2,216,"B",2
"8",2,217,"B",2
"8",2,218,"B",2
"8",2,219,"B",2
"8",2,220,"B",2
"8",2,221,"B",2
"8",2,222,"B",2
"8",2,223,"B",2
"8",2,224,"B",2
"8",2,225,"B",2
"8",2,226,"B",2
"8",2,227,"B",2
"8",2,228,"B",2
"8",2,229,"B",2
"8",2,230,"B",2
"8",2,231,"B",2
"8",2,232,"B",2
"8",2,233,"B",2
"8",2,234,"B",2
"8",2,235,"B",2
"8",2,236,"B",2
"8",2,237,"B",2
"8",2,238,"B",2
"8",2,239,"B",2
"8",2,240,"B",2
"8",2,241,"B",2
"8",2,242,"B",2
"8",2,243,"B",2
"8",2,244,"B",2
"8",2,245,"B",2
"8",2,246,"B",2
"8",2,247,"B",2
"8",2,248,"B",2
"8",2,249,"B",2
"8",2,250,"B",2
"8",2,251,"B",2
"8",2,252,"B",2
"8",2,253,"B",2
"8",2,254,"B",2
"8",2,255,"B",2
"8",2,256,"B",2
"8",2,257,"B",2
"8",2,258,"B",2
"8",2,259,"B",2
"8",2,260,"B",2
"8",2,261,"B",2
"8",2,262,"B",2
"8",2,263,"B",2
"8",2,264,"B",2
"8",2,265,"B",2
"8",2,266,"B",2
"8",2,267,"B",2
"8",2,268,"B",2
"8",2,269,"B",2
"8",2,270,"B",2
"8",2,271,"B",2
"8",2,272,"B",2
"8",2,273,"B",2
"8",2,274,"B",2
"8",2,275,"B",2
"8",2,276,"B",2
"8",2,277,"B",2
"8",2,278,"B",2
"8",2,279,"B",2
"8",2,280,"B",2
"8",2,281,"B",2
"8",2,282,"B",2
"8",2,283,"B",2
"8",2,284,"B",2
"8",2,285,"B",2
"8",2,286,"B",2
"8",2,287,"B",2
"8",2,288,"B",2
"8",2,289,"B",2
"8",2,290,"B",2
"8",2,291,"B",2
"9",2,1,"B",2
"9",2,2,"B",2
"9",2,3,"B",2
"9",2,4,"B",2
"9",2,5,"B",2
"9",2,6,"B",2
"9",2,7,"B",2
"9",2,8,"B",2
"9",2,9,"B",2
"9",2,10,"B",2
"9",2,11,"B",2
"9",2,12,"B",2
"9",2,13,"B",2
"9",2,14,"B",2
"9",2,15,"B",2
"9",2,16,"B",2
"9",2,17,"B",2
"9",2,18,"B",2
"9",2,19,"B",2
"9",2,20,"B",2
"9",2,21,"B",2
"9",2,22,"B",2
"9",2,23,"B",2
"9",2,24,"B",2
"9",2,25,"B",2
"9",2,26,"B",2
"9",2,27,"B",2
"9",2,28,"B",2
"9",2,29,"B",2
"9",2,30,"B",2
"9",2,31,"B",2
"9",2,32,"B",2
"9",2,33,"B",2
"9",2,34,"B",2
"9",2,35,"B",2
"9",2,36,"B",2
"9",2,37,"B",2
"9",2,38,"B",2
"9",2,39,"B",2
"9",2,40,"B",2
"9",2,41,"B",2
"9",2,42,"B",2
"9",2,43,"B",2
"9",2,44,"B",2
"9",2,45,"B",2
"9",2,46,"B",2
"9",2,47,"B",2
"9",2,48,"B",2
"9",2,49,"B",2
"9",2,50,"B",2
"9",2,51,"B",2
"9",2,52,"B",2
"9",2,53,"B",2
"9",2,54,"B",2
"9",2,55,"B",2
"9",2,56,"B",2
"9",2,57,"B",2
"9",2,58,"B",2
"9",2,59,"B",2
"9",2,60,"B",2
"9",2,61,"B",2
"9",2,62,"B",2
"9",2,63,"B",2
"9",2,64,"B",2
"9",2,65,"B",2
"9",2,66,"B",2
"9",2,67,"B",2
"9",2,68,"B",2
"9",2,69,"B",2
"9",2,70,"B",2
"9",2,71,"B",2
"9",2,72,"B",2
"9",2,73,"B",2
"9",2,74,"B",2
"9",2,75,"B",2
"9",2,76,"B",2
"9",2,77,"B",2
"9",2,78,"B",2
"9",2,79,"B",2
"9",2,80,"B",2
"9",2,81,"B",2
"9",2,82,"B",2
"9",2,83,"B",2
"9",2,84,"B",2
"9",2,85,"B",2
"9",2,86,"B",2
"9",2,87,"B",2
"9",2,88,"B",2
"9",2,89,"B",2
"9",2,90,"B",2
"9",2,91,"B",2
"9",2,92,"B",2
"9",2,93,"B",2
"9",2,94,"B",2
"9",2,95,"B",2
"9",2,96,"B",2
"9",2,97,"B",2
"9",2,98,"B",2
"9",2,99,"B",2
"9",2,100,"B",2
"9",2,101,"B",2
"9",2,102,"B",2
"9",2,103,"B",2
"9",2,104,"B",2
"9",2,105,"B",2
"9",2,106,"B",2
"9",2,107,"B",2
"9",2,108,"B",2
"9",2,109,"B",2
"9",2,110,"B",2
"9",2,111,"B",2
"9",2,112,"B",2
"9",2,113,"B",2
"9",2,114,"B",2
"9",2,115,"B",2
"9",2,116,"B",2
"9",2,117,"B",2
"9",2,118,"B",2
"9",2,119,"B",2
"9",2,120,"B",2
"9",2,121,"B",2
"9",2,122,"B",2
"9",2,123,"B",2
"9",2,124,"B",2
"9",2,125,"B",2
"9",2,126,"B",2
"9",2,127,"B",2
"9",2,128,"B",2
"9",2,129,"B",2
"9",2,130,"B",2
"9",2,131,"B",2
"9",2,132,"B",2
"9",2,133,"B",2
"9",2,134,"B",2
"9",2,135,"B",2
"9",2,136,"B",2
"9",2,137,"B",2
"9",2,138,"B",2
"9",2,139,"B",2
"9",2,140,"B",2
"9",2,141,"B",2
"9",2,142,"B",2
"9",2,143,"B",2
"9",2,144,"B",2
"9",2,145,"B",2
"9",2,146,"B",2
"9",2,147,"B",2
"9",2,148,"B",2
"9",2,149,"B",2
"9",2,150,"B",2
"9",2,151,"B",2
"9",2,152,"B",2
"9",2,153,"B",2
"9",2,154,"B",2
"9",2,155,"B",2
"9",2,156,"B",2
"9",2,157,"B",2
"9",2,158,"B",2
"9",2,159,"B",2
"9",2,160,"B",2
"9",2,161,"B",2
"9",2,162,"B",2
"9",2,163,"B",2
"9",2,164,"B",2
"9",2,165,"B",2
"9",2,166,"B",2
"9",2,167,"B",2
"9",2,168,"B",2
"9",2,169,"B",2
"9",2,170,"B",2
"9",2,171,"B",2
"9",2,172,"B",2
"9",2,173,"B",2
"9",2,174,"B",2
"9",2,175,"B",2
"9",2,176,"B",2
"9",2,177,"B",2
"9",2,178,"B",2
"9",2,179,"B",2
"9",2,180,"B",2
"9",2,181,"B",2
"9",2,182,"B",2
"9",2,183,"B",2
"9",2,184,"B",2
"9",2,185,"B",2
"9",2,186,"B",2
"9",2,187,"B",2
"9",2,188,"B",2
"9",2,189,"B",2
"9",2,190,"B",2
"9",2,191,"B",2
"9",2,192,"B",2
"9",2,193,"B",2
"9",2,194,"B",2
"9",2,195,"B",2
"9",2,196,"B",2
"9",2,197,"B",2
"9",2,198,"B",2
"9",2,199,"B",2
"9",2,200,"B",2
"9",2,201,"B",2
"9",2,202,"B",2
"9",2,203,"B",2
"9",2,204,"B",2
"9",2,205,"B",2
"9",2,206,"B",2
"9",2,207,"B",2
"9",2,208,"B",2
"9",2,209,"B",2
"9",2,210,"B",2
"9",2,211,"B",2
"9",2,212,"B",2
"9",2,213,"B",2
"9",2,214,"B",2
"9",2,215,"B",2
"9",2,216,"B",2
"9",2,217,"B",2
"9",2,218,"B",2
"9",2,219,"B",2
"9",2,220,"B",2
"9",2,221,"B",2
"9",2,222,"B",2
"9",2,223,"B",2
"9",2,224,"B",2
"9",2,225,"B",2
"9",2,226,"B",2
"9",2,227,"B",2
"9",2,228,"B",2
"9",2,229,"B",2
"9",2,230,"B",2
"9",2,231,"B",2
"9",2,232,"B",2
"9",2,233,"B",2
"9",2,234,"B",2
"9",2,235,"B",2
"9",2,236,"B",2
"9",2,237,"B",2
"9",2,238,"B",2
"9",2,239,"B",2
"9",2,240,"B",2
"9",2,241,"B",2
"9",2,242,"B",2
"9",2,243,"B",2
"9",2,244,"B",2
"9",2,245,"B",2
"9",2,246,"B",2
"9",2,247,"B",2
"9",2,248,"B",2
"9",2,249,"B",2
"9",2,250,"B",2
"9",2,251,"B",2
"9",2,252,"B",2
"9",2,253,"B",2
"9",2,254,"B",2
"9",2,255,"B",2
"9",2,256,"B",2
"9",2,257,"B",2
"9",2,258,"B",2
"9",2,259,"B",2
"9",2,260,"B",2
"9",2,261,"B",2
"9",2,262,"B",2
"9",2,263,"B",2
"9",2,264,"B",2
"9",2,265,"B",2
"9",2,266,"B",2
"9",2,267,"B",2
"9",2,268,"B",2
"9",2,269,"B",2
"9",2,270,"B",2
"9",2,271,"B",2
"9",2,272,"B",2
"9",2,273,"B",2
"9",2,274,"B",2
"9",2,275,"B",2
"9",2,276,"B",2
"9",2,277,"B",2
"10",2,1,"B",2
"10",2,2,"B",2
"10",2,3,"B",2
"10",2,4,"B",2
"10",2,5,"B",2
"10",2,6,"B",2
"10",2,7,"B",2
"10",2,8,"B",2
"10",2,9,"B",2
"10",2,10,"B",2
"10",2,11,"B",2
"10",2,12,"B",2
"10",2,13,"B",2
"10",2,14,"B",2
"10",2,15,"B",2
"10",2,16,"B",2
"10",2,17,"B",2
"10",2,18,"B",2
"10",2,19,"B",2
"10",2,20,"B",2
"10",2,21,"B",2
"10",2,22,"B",2
"10",2,23,"B",2
"10",2,24,"B",2
"10",2,25,"B",2
"10",2,26,"B",2
"10",2,27,"B",2
"10",2,28,"B",2
"10",2,29,"B",2
"10",2,30,"B",2
"10",2,31,"B",2
"10",2,32,"B",2
"10",2,33,"B",2
"10",2,34,"B",2
"10",2,35,"B",2
"10",2,36,"B",2
"10",2,37,"B",2
"10",2,38,"B",2
"10",2,39,"B",2
"10",2,40,"B",2
"10",2,41,"B",2
"10",2,42,"B",2
"10",2,43,"B",2
"10",2,44,"B",2
"10",2,45,"B",2
"10",2,46,"B",2
"10",2,47,"B",2
"10",2,48,"B",2
"10",2,49,"B",2
"10",2,50,"B",2
"10",2,51,"B",2
"10",2,52,"B",2
"10",2,53,"B",2
"10",2,54,"B",2
"10",2,55,"B",2
"10",2,56,"B",2
"10",2,57,"B",2
"10",2,58,"B",2
"10",2,59,"B",2
"10",2,60,"B",2
"10",2,61,"B",2
"10",2,62,"B",2
"10",2,63,"B",2
"10",2,64,"B",2
"10",2,65,"B",2
"10",2,66,"B",2
"10",2,67,"B",2
"10",2,68,"B",2
"10",2,69,"B",2
"10",2,70,"B",2
"10",2,71,"B",2
"10",2,72,"B",2
"10",2,73,"B",2
"10",2,74,"B",2
"10",2,75,"B",2
"10",2,76,"B",2
"10",2,77,"B",2
"10",2,78,"B",2
"10",2,79,"B",2
"10",2,80,"B",2
"10",2,81,"B",2
"10",2,82,"B",2
"10",2,83,"B",2
"10",2,84,"B",2
"10",2,85,"B",2
"10",2,86,"B",2
"10",2,87,"B",2
"10",2,88,"B",2
"10",2,89,"B",2
"10",2,90,"B",2
"10",2,91,"B",2
"10",2,92,"B",2
"10",2,93,"B",2
"10",2,94,"B",2
"10",2,95,"B",2
"10",2,96,"B",2
"10",2,97,"B",2
"10",2,98,"B",2
"10",2,99,"B",2
"10",2,100,"B",2
"10",2,101,"B",2
"10",2,102,"B",2
"10",2,103,"B",2
"10",2,104,"B",2
"10",2,105,"B",2
"10",2,106,"B",2
"10",2,107,"B",2
"10",2,108,"B",2
"10",2,109,"B",2
"10",2,110,"B",2
"10",2,111,"B",2
"10",2,112,"B",2
"10",2,113,"B",2
"10",2,114,"B",2
"10",2,115,"B",2
"10",2,116,"B",2
"10",2,117,"B",2
"10",2,118,"B",2
"10",2,119,"B",2
"10",2,120,"B",2
"10",2,121,"B",2
"10",2,122,"B",2
"10",2,123,"B",2
"10",2,124,"B",2
"10",2,125,"B",2
"10",2,126,"B",2
"10",2,127,"B",2
"10",2,128,"B",2
"10",2,129,"B",2
"10",2,130,"B",2
"10",2,131,"B",2
"10",2,132,"B",2
"10",2,133,"B",2
"10",2,134,"B",2
"10",2,135,"B",2
"10",2,136,"B",2
"10",2,137,"B",2
"10",2,138,"B",2
"10",2,139,"B",2
"10",2,140,"B",2
"10",2,141,"B",2
"10",2,142,"B",2
"10",2,143,"B",2
"10",2,144,"B",2
"10",2,145,"B",2
"10",2,146,"B",2
"10",2,147,"B",2
"10",2,148,"B",2
"10",2,149,"B",2
"10",2,150,"B",2
"10",2,151,"B",2
"10",2,152,"B",2
"10",2,153,"B",2
"10",2,154,"B",2
"10",2,155,"B",2
"10",2,156,"B",2
"10",2,157,"B",2
"10",2,158,"B",2
"10",2,159,"B",2
"10",2,160,"B",2
"10",2,161,"B",2
"10",2,162,"B",2
"10",2,163,"B",2
"10",2,164,"B",2
"10",2,165,"B",2
"10",2,166,"B",2
"10",2,167,"B",2
"10",2,168,"B",2
"10",2,169,"B",2
"10",2,170,"B",2
"10",2,171,"B",2
"10",2,172,"B",2
"10",2,173,"B",2
"10",2,174,"B",2
"10",2,175,"B",2
"10",2,176,"B",2
"10",2,177,"B",2
"10",2,178,"B",2
"10",2,179,"B",2
"10",2,180,"B",2
"10",2,181,"B",2
"10",2,182,"B",2
"10",2,183,"B",2
"10",2,184,"B",2
"10",2,185,"B",2
"10",2,186,"B",2
