"Chromosome","Bin","Clone_1_strand_1","Clone_1_strand_2","Clone_2_strand_1","Clone_2_strand_2","Clone_2_strand_3","Clone_3_strand_1","Clone_3_strand_2","Clone_4_strand_1","Clone_4_strand_2"
15,103,"A","B","A","B","NA","A","B","A","B"
15,104,"A","B","A","B","NA","A","B","A","B"
15,105,"A","B","A","B","NA","A","B","A","B"
15,106,"A","B","A","B","NA","A","B","A","B"
15,107,"A","B","A","B","NA","A","B","A","B"
15,108,"A","B","A","B","NA","A","B","A","B"
15,109,"A","B","A","B","NA","A","B","A","B"
15,110,"A","B","A","B","NA","A","B","A","B"
15,111,"A","B","A","B","NA","A","B","A","B"
15,112,"A","B","A","B","NA","A","B","A","B"
15,113,"A","B","A","B","NA","A","B","A","B"
15,114,"A","B","A","B","NA","A","B","A","B"
15,115,"A","B","A","B","NA","A","B","A","B"
15,116,"A","B","A","B","NA","A","B","A","B"
15,117,"A","B","A","B","NA","A","B","A","B"
15,118,"A","B","A","B","NA","A","B","A","B"
15,119,"A","B","A","B","NA","A","B","A","B"
15,120,"A","B","A","B","NA","A","B","A","B"
15,121,"A","B","A","B","NA","A","B","A","B"
15,122,"A","B","A","B","NA","A","B","A","B"
15,123,"A","B","A","B","NA","A","B","A","B"
15,124,"A","B","A","B","NA","A","B","A","B"
15,125,"A","B","A","B","NA","A","B","A","B"
15,126,"A","B","A","B","NA","A","B","A","B"
15,127,"A","B","A","B","NA","A","B","A","B"
15,128,"A","B","A","B","NA","A","B","A","B"
15,129,"A","B","A","B","NA","A","B","A","B"
15,130,"A","B","A","B","NA","A","B","A","B"
15,131,"A","B","A","B","NA","A","B","A","B"
15,132,"A","B","A","B","NA","A","B","A","B"
15,133,"A","B","A","B","NA","A","B","A","B"
15,134,"A","B","A","B","NA","A","B","A","B"
15,135,"A","B","A","B","NA","A","B","A","B"
15,136,"A","B","A","B","NA","A","B","A","B"
15,137,"A","B","A","B","NA","A","B","A","B"
15,138,"A","B","A","B","NA","A","B","A","B"
15,139,"A","B","A","B","NA","A","B","A","B"
15,140,"A","B","A","B","NA","A","B","A","B"
15,141,"A","B","A","B","NA","A","B","A","B"
15,142,"A","B","A","B","NA","A","B","A","B"
15,143,"A","B","A","B","NA","A","B","A","B"
15,144,"A","B","A","B","NA","A","B","A","B"
15,145,"A","B","A","B","NA","A","B","A","B"
15,146,"A","B","A","B","NA","A","B","A","B"
15,147,"A","B","A","B","NA","A","B","A","B"
15,148,"A","B","A","B","NA","A","B","A","B"
15,149,"A","B","A","B","NA","A","B","A","B"
15,150,"A","B","A","B","NA","A","B","A","B"
15,151,"A","B","A","B","NA","A","B","A","B"
15,152,"A","B","A","B","NA","A","B","A","B"
15,153,"A","B","A","B","NA","A","B","A","B"
15,154,"A","B","A","B","NA","A","B","A","B"
15,155,"A","B","A","B","NA","A","B","A","B"
15,156,"A","B","A","B","NA","A","B","A","B"
15,157,"A","B","A","B","NA","A","B","A","B"
15,158,"A","B","A","B","NA","A","B","A","B"
15,159,"A","B","A","B","NA","A","B","A","B"
15,160,"A","B","A","B","NA","A","B","A","B"
15,161,"A","B","A","B","NA","A","B","A","B"
15,162,"A","B","A","B","NA","A","B","A","B"
15,163,"A","B","A","B","NA","A","B","A","B"
15,164,"A","B","A","B","NA","A","B","A","B"
15,165,"A","B","A","B","NA","A","B","A","B"
15,166,"A","B","A","B","NA","A","B","A","B"
15,167,"A","B","A","B","NA","A","B","A","B"
15,168,"A","B","A","B","NA","A","B","A","B"
15,169,"A","B","A","B","NA","A","B","A","B"
15,170,"A","B","A","B","NA","A","B","A","B"
15,171,"A","B","A","B","NA","A","B","A","B"
15,172,"A","B","A","B","NA","A","B","A","B"
15,173,"A","B","A","B","NA","A","B","A","B"
15,174,"A","B","A","B","NA","A","B","A","B"
15,175,"A","B","A","B","NA","A","B","A","B"
15,176,"A","B","A","B","NA","A","B","A","B"
15,177,"A","B","A","B","NA","A","B","A","B"
15,178,"A","B","A","B","NA","A","B","A","B"
15,179,"A","B","A","B","NA","A","B","A","B"
15,180,"A","B","A","B","NA","A","B","A","B"
15,181,"A","B","A","B","NA","A","B","A","B"
15,182,"A","B","A","B","NA","A","B","A","B"
15,183,"A","B","A","B","NA","A","B","A","B"
15,184,"A","B","A","B","NA","A","B","A","B"
15,185,"A","B","A","B","NA","A","B","A","B"
15,186,"A","B","A","B","NA","A","B","A","B"
15,187,"A","B","A","B","NA","A","B","A","B"
15,188,"A","B","A","B","NA","A","B","A","B"
15,189,"A","B","A","B","NA","A","B","A","B"
15,190,"A","B","A","B","NA","A","B","A","B"
15,191,"A","B","A","B","NA","A","B","A","B"
15,192,"A","B","A","B","NA","A","B","A","B"
15,193,"A","B","A","B","NA","A","B","A","B"
15,194,"A","B","A","B","NA","A","B","A","B"
15,195,"A","B","A","B","NA","A","B","A","B"
15,196,"A","B","A","B","NA","A","B","A","B"
15,197,"A","B","A","B","NA","A","B","A","B"
15,198,"A","B","A","B","NA","A","B","A","B"
15,199,"A","B","A","B","NA","A","B","A","B"
15,200,"A","B","A","B","NA","A","B","A","B"
15,201,"A","B","A","B","NA","A","B","A","B"
15,202,"A","B","A","B","NA","A","B","A","B"
15,203,"A","B","A","B","NA","A","B","A","B"
15,204,"A","B","A","B","NA","A","B","A","B"
15,205,"A","B","A","B","NA","A","B","A","B"
15,206,"A","B","A","B","NA","A","B","A","B"
16,1,"A","B","A","B","NA","A","B","A","B"
16,2,"A","B","A","B","NA","A","B","A","B"
16,3,"A","B","A","B","NA","A","B","A","B"
16,4,"A","B","A","B","NA","A","B","A","B"
16,5,"A","B","A","B","NA","A","B","A","B"
16,6,"A","B","A","B","NA","A","B","A","B"
16,7,"A","B","A","B","NA","A","B","A","B"
16,8,"A","B","A","B","NA","A","B","A","B"
16,9,"A","B","A","B","NA","A","B","A","B"
16,10,"A","B","A","B","NA","A","B","A","B"
16,11,"A","B","A","B","NA","A","B","A","B"
16,12,"A","B","A","B","NA","A","B","A","B"
16,13,"A","B","A","B","NA","A","B","A","B"
16,14,"A","B","A","B","NA","A","B","A","B"
16,15,"A","B","A","B","NA","A","B","A","B"
16,16,"A","B","A","B","NA","A","B","A","B"
16,17,"A","B","A","B","NA","A","B","A","B"
16,18,"A","B","A","B","NA","A","B","A","B"
16,19,"A","B","A","B","NA","A","B","A","B"
16,20,"A","B","A","B","NA","A","B","A","B"
16,21,"A","B","A","B","NA","A","B","A","B"
16,22,"A","B","A","B","NA","A","B","A","B"
16,23,"A","B","A","B","NA","A","B","A","B"
16,24,"A","B","A","B","NA","A","B","A","B"
16,25,"A","B","A","B","NA","A","B","A","B"
16,26,"A","B","A","B","NA","A","B","A","B"
16,27,"A","B","A","B","NA","A","B","A","B"
16,28,"A","B","A","B","NA","A","B","A","B"
16,29,"A","B","A","B","NA","A","B","A","B"
16,30,"A","B","A","B","NA","A","B","A","B"
16,31,"A","B","A","B","NA","A","B","A","B"
16,32,"A","B","A","B","NA","A","B","A","B"
16,33,"A","B","A","B","NA","A","B","A","B"
16,34,"A","B","A","B","NA","A","B","A","B"
16,35,"A","B","A","B","NA","A","B","A","B"
16,36,"A","B","A","B","NA","A","B","A","B"
16,37,"A","B","A","B","NA","A","B","A","B"
16,38,"A","B","A","B","NA","A","B","A","B"
16,39,"A","B","A","B","NA","A","B","A","B"
16,40,"A","B","A","B","NA","A","B","A","B"
16,41,"A","B","A","B","NA","A","B","A","B"
16,42,"A","B","A","B","NA","A","B","A","B"
16,43,"A","B","A","B","NA","A","B","A","B"
16,44,"A","B","A","B","NA","A","B","A","B"
16,45,"A","B","A","B","NA","A","B","A","B"
16,46,"A","B","A","B","NA","A","B","A","B"
16,47,"A","B","A","B","NA","A","B","A","B"
16,48,"A","B","A","B","NA","A","B","A","B"
16,49,"A","B","A","B","NA","A","B","A","B"
16,50,"A","B","A","B","NA","A","B","A","B"
16,51,"A","B","A","B","NA","A","B","A","B"
16,52,"A","B","A","B","NA","A","B","A","B"
16,53,"A","B","A","B","NA","A","B","A","B"
16,54,"A","B","A","B","NA","A","B","A","B"
16,55,"A","B","A","B","NA","A","B","A","B"
16,56,"A","B","A","B","NA","A","B","A","B"
16,57,"A","B","A","B","NA","A","B","A","B"
16,58,"A","B","A","B","NA","A","B","A","B"
16,59,"A","B","A","B","NA","A","B","A","B"
16,60,"A","B","A","B","NA","A","B","A","B"
16,61,"A","B","A","B","NA","A","B","A","B"
16,62,"A","B","A","B","NA","A","B","A","B"
16,63,"A","B","A","B","NA","A","B","A","B"
16,64,"A","B","A","B","NA","A","B","A","B"
16,65,"A","B","A","B","NA","A","B","A","B"
16,66,"A","B","A","B","NA","A","B","A","B"
16,67,"A","B","A","B","NA","A","B","A","B"
16,68,"A","B","A","B","NA","A","B","A","B"
16,69,"A","B","A","B","NA","A","B","A","B"
16,70,"A","B","A","B","NA","A","B","A","B"
16,71,"A","B","A","B","NA","A","B","A","B"
16,72,"A","B","A","B","NA","A","B","A","B"
16,73,"A","B","A","B","NA","A","B","A","B"
16,74,"A","B","A","B","NA","A","B","A","B"
16,75,"A","B","A","B","NA","A","B","A","B"
16,76,"A","B","A","B","NA","A","B","A","B"
16,77,"A","B","A","B","NA","A","B","A","B"
16,78,"A","B","A","B","NA","A","B","A","B"
16,79,"A","B","A","B","NA","A","B","A","B"
16,80,"A","B","A","B","NA","A","B","A","B"
16,81,"A","B","A","B","NA","A","B","A","B"
16,82,"A","B","A","B","NA","A","B","A","B"
16,83,"A","B","A","B","NA","A","B","A","B"
16,84,"A","B","A","B","NA","A","B","A","B"
16,85,"A","B","A","B","NA","A","B","A","B"
16,86,"A","B","A","B","NA","A","B","A","B"
16,87,"A","B","A","B","NA","A","B","A","B"
16,88,"A","B","A","B","NA","A","B","A","B"
16,89,"A","B","A","B","NA","A","B","A","B"
16,90,"A","B","A","B","NA","A","B","A","B"
16,91,"A","B","A","B","NA","A","B","A","B"
16,92,"A","B","A","B","NA","A","B","A","B"
16,93,"A","B","A","B","NA","A","B","A","B"
16,94,"A","B","A","B","NA","A","B","A","B"
16,95,"A","B","A","B","NA","A","B","A","B"
16,96,"A","B","A","B","NA","A","B","A","B"
16,97,"A","B","A","B","NA","A","B","A","B"
16,98,"A","B","A","B","NA","A","B","A","B"
16,99,"A","B","A","B","NA","A","B","A","B"
16,100,"A","B","A","B","NA","A","B","A","B"
16,101,"A","B","A","B","NA","A","B","A","B"
16,102,"A","B","A","B","NA","A","B","A","B"
16,103,"A","B","A","B","NA","A","B","A","B"
16,104,"A","B","A","B","NA","A","B","A","B"
16,105,"A","B","A","B","NA","A","B","A","B"
16,106,"A","B","A","B","NA","A","B","A","B"
16,107,"A","B","A","B","NA","A","B","A","B"
16,108,"A","B","A","B","NA","A","B","A","B"
16,109,"A","B","A","B","NA","A","B","A","B"
16,110,"A","B","A","B","NA","A","B","A","B"
16,111,"A","B","A","B","NA","A","B","A","B"
16,112,"A","B","A","B","NA","A","B","A","B"
16,113,"A","B","A","B","NA","A","B","A","B"
16,114,"A","B","A","B","NA","A","B","A","B"
16,115,"A","B","A","B","NA","A","B","A","B"
16,116,"A","B","A","B","NA","A","B","A","B"
16,117,"A","B","A","B","NA","A","B","A","B"
16,118,"A","B","A","B","NA","A","B","A","B"
16,119,"A","B","A","B","NA","A","B","A","B"
16,120,"A","B","A","B","NA","A","B","A","B"
16,121,"A","B","A","B","NA","A","B","A","B"
16,122,"A","B","A","B","NA","A","B","A","B"
16,123,"A","B","A","B","NA","A","B","A","B"
16,124,"A","B","A","B","NA","A","B","A","B"
16,125,"A","B","A","B","NA","A","B","A","B"
16,126,"A","B","A","B","NA","A","B","A","B"
16,127,"A","B","A","B","NA","A","B","A","B"
16,128,"A","B","A","B","NA","A","B","A","B"
16,129,"A","B","A","B","NA","A","B","A","B"
16,130,"A","B","A","B","NA","A","B","A","B"
16,131,"A","B","A","B","NA","A","B","A","B"
16,132,"A","B","A","B","NA","A","B","A","B"
16,133,"A","B","A","B","NA","A","B","A","B"
16,134,"A","B","A","B","NA","A","B","A","B"
16,135,"A","B","A","B","NA","A","B","A","B"
16,136,"A","B","A","B","NA","A","B","A","B"
16,137,"A","B","A","B","NA","A","B","A","B"
16,138,"A","B","A","B","NA","A","B","A","B"
16,139,"A","B","A","B","NA","A","B","A","B"
16,140,"A","B","A","B","NA","A","B","A","B"
16,141,"A","B","A","B","NA","A","B","A","B"
16,142,"A","B","A","B","NA","A","B","A","B"
16,143,"A","B","A","B","NA","A","B","A","B"
16,144,"A","B","A","B","NA","A","B","A","B"
16,145,"A","B","A","B","NA","A","B","A","B"
16,146,"A","B","A","B","NA","A","B","A","B"
16,147,"A","B","A","B","NA","A","B","A","B"
16,148,"A","B","A","B","NA","A","B","A","B"
16,149,"A","B","A","B","NA","A","B","A","B"
16,150,"A","B","A","B","NA","A","B","A","B"
16,151,"A","B","A","B","NA","A","B","A","B"
16,152,"A","B","A","B","NA","A","B","A","B"
16,153,"A","B","A","B","NA","A","B","A","B"
16,154,"A","B","A","B","NA","A","B","A","B"
16,155,"A","B","A","B","NA","A","B","A","B"
16,156,"A","B","A","B","NA","A","B","A","B"
16,157,"A","B","A","B","NA","A","B","A","B"
16,158,"A","B","A","B","NA","A","B","A","B"
16,159,"A","B","A","B","NA","A","B","A","B"
16,160,"A","B","A","B","NA","A","B","A","B"
16,161,"A","B","A","B","NA","A","B","A","B"
16,162,"A","B","A","B","NA","A","B","A","B"
16,163,"A","B","A","B","NA","A","B","A","B"
16,164,"A","B","A","B","NA","A","B","A","B"
16,165,"A","B","A","B","NA","A","B","A","B"
16,166,"A","B","A","B","NA","A","B","A","B"
16,167,"A","B","A","B","NA","A","B","A","B"
16,168,"A","B","A","B","NA","A","B","A","B"
16,169,"A","B","A","B","NA","A","B","A","B"
16,170,"A","B","A","B","NA","A","B","A","B"
16,171,"A","B","A","B","NA","A","B","A","B"
16,172,"A","B","A","B","NA","A","B","A","B"
16,173,"A","B","A","B","NA","A","B","A","B"
16,174,"A","B","A","B","NA","A","B","A","B"
16,175,"A","B","A","B","NA","A","B","A","B"
16,176,"A","B","A","B","NA","A","B","A","B"
16,177,"A","B","A","B","NA","A","B","A","B"
16,178,"A","B","A","B","NA","A","B","A","B"
16,179,"A","B","A","B","NA","A","B","A","B"
16,180,"A","B","A","B","NA","A","B","A","B"
16,181,"A","B","A","B","NA","A","B","A","B"
17,1,"A","B","A","B","NA","A","B","A","B"
17,2,"A","B","A","B","NA","A","B","A","B"
17,3,"A","B","A","B","NA","A","B","A","B"
17,4,"A","B","A","B","NA","A","B","A","B"
17,5,"A","B","A","B","NA","A","B","A","B"
17,6,"A","B","A","B","NA","A","B","A","B"
17,7,"A","B","A","B","NA","A","B","A","B"
17,8,"A","B","A","B","NA","A","B","A","B"
17,9,"A","B","A","B","NA","A","B","A","B"
17,10,"A","B","A","B","NA","A","B","A","B"
17,11,"A","B","A","B","NA","A","B","A","B"
17,12,"A","B","A","B","NA","A","B","A","B"
17,13,"A","B","A","B","NA","A","B","A","B"
17,14,"A","B","A","B","NA","A","B","A","B"
17,15,"A","B","A","B","NA","A","B","A","B"
17,16,"A","B","A","B","NA","A","B","A","B"
17,17,"A","B","A","B","NA","A","B","A","B"
17,18,"A","B","A","B","NA","A","B","A","B"
17,19,"A","B","A","B","NA","A","B","A","B"
17,20,"A","B","A","B","NA","A","B","A","B"
17,21,"A","B","A","B","NA","A","B","A","B"
17,22,"A","B","A","B","NA","A","B","A","B"
17,23,"A","B","A","B","NA","A","B","A","B"
17,24,"A","B","A","B","NA","A","B","A","B"
17,25,"A","B","A","B","NA","A","B","A","B"
17,26,"A","B","A","B","NA","A","B","A","B"
17,27,"A","B","A","B","NA","A","B","A","B"
17,28,"A","B","A","B","NA","A","B","A","B"
17,29,"A","B","A","B","NA","A","B","A","B"
17,30,"A","B","A","B","NA","A","B","A","B"
17,31,"A","B","A","B","NA","A","B","A","B"
17,32,"A","B","A","B","NA","A","B","A","B"
17,33,"A","B","A","B","NA","A","B","A","B"
17,34,"A","B","A","B","NA","A","B","A","B"
17,35,"A","B","A","B","NA","A","B","A","B"
17,36,"A","B","A","B","NA","A","B","A","B"
17,37,"A","B","A","B","NA","A","B","A","B"
17,38,"A","B","A","B","NA","A","B","A","B"
17,39,"A","B","A","B","NA","A","B","A","B"
17,40,"A","B","A","B","NA","A","B","A","B"
17,41,"A","B","A","B","NA","A","B","A","B"
17,42,"A","B","A","B","NA","A","B","A","B"
17,43,"A","B","A","B","NA","A","B","A","B"
17,44,"A","B","A","B","NA","A","B","A","B"
17,45,"A","B","A","B","NA","A","B","A","B"
17,46,"A","B","A","B","NA","A","B","A","B"
17,47,"A","B","A","B","NA","A","B","A","B"
17,48,"A","B","A","B","NA","A","B","A","B"
17,49,"A","B","A","B","NA","A","B","A","B"
17,50,"A","B","A","B","NA","A","B","A","B"
17,51,"A","B","A","B","NA","A","B","A","B"
17,52,"A","B","A","B","NA","A","B","A","B"
17,53,"A","B","A","B","NA","A","B","A","B"
17,54,"A","B","A","B","NA","A","B","A","B"
17,55,"A","B","A","B","NA","A","B","A","B"
17,56,"A","B","A","B","NA","A","B","A","B"
17,57,"A","B","A","B","NA","A","B","A","B"
17,58,"A","B","A","B","NA","A","B","A","B"
17,59,"A","B","A","B","NA","A","B","A","B"
17,60,"A","B","A","B","NA","A","B","A","B"
17,61,"A","B","A","B","NA","A","B","A","B"
17,62,"A","B","A","B","NA","A","B","A","B"
17,63,"A","B","A","B","NA","A","B","A","B"
17,64,"A","B","A","B","NA","A","B","A","B"
17,65,"A","B","A","B","NA","A","B","A","B"
17,66,"A","B","A","B","NA","A","B","A","B"
17,67,"A","B","A","B","NA","A","B","A","B"
17,68,"A","B","A","B","NA","A","B","A","B"
17,69,"A","B","A","B","NA","A","B","A","B"
17,70,"A","B","A","B","NA","A","B","A","B"
17,71,"A","B","A","B","NA","A","B","A","B"
17,72,"A","B","A","B","NA","A","B","A","B"
17,73,"A","B","A","B","NA","A","B","A","B"
17,74,"A","B","A","B","NA","A","B","A","B"
17,75,"A","B","A","B","NA","A","B","A","B"
17,76,"A","B","A","B","NA","A","B","A","B"
17,77,"A","B","A","B","NA","A","B","A","B"
17,78,"A","B","A","B","NA","A","B","A","B"
17,79,"A","B","A","B","NA","A","B","A","B"
17,80,"A","B","A","B","NA","A","B","A","B"
17,81,"A","B","A","B","NA","A","B","A","B"
17,82,"A","B","A","B","NA","A","B","A","B"
17,83,"A","B","A","B","NA","A","B","A","B"
17,84,"A","B","A","B","NA","A","B","A","B"
17,85,"A","B","A","B","NA","A","B","A","B"
17,86,"A","B","A","B","NA","A","B","A","B"
17,87,"A","B","A","B","NA","A","B","A","B"
17,88,"A","B","A","B","NA","A","B","A","B"
17,89,"A","B","A","B","NA","A","B","A","B"
17,90,"A","B","A","B","NA","A","B","A","B"
17,91,"A","B","A","B","NA","A","B","A","B"
17,92,"A","B","A","B","NA","A","B","A","B"
17,93,"A","B","A","B","NA","A","B","A","B"
17,94,"A","B","A","B","NA","A","B","A","B"
17,95,"A","B","A","B","NA","A","B","A","B"
17,96,"A","B","A","B","NA","A","B","A","B"
17,97,"A","B","A","B","NA","A","B","A","B"
17,98,"A","B","A","B","NA","A","B","A","B"
17,99,"A","B","A","B","NA","A","B","A","B"
17,100,"A","B","A","B","NA","A","B","A","B"
17,101,"A","B","A","B","NA","A","B","A","B"
17,102,"A","B","A","B","NA","A","B","A","B"
17,103,"A","B","A","B","NA","A","B","A","B"
17,104,"A","B","A","B","NA","A","B","A","B"
17,105,"A","B","A","B","NA","A","B","A","B"
17,106,"A","B","A","B","NA","A","B","A","B"
17,107,"A","B","A","B","NA","A","B","A","B"
17,108,"A","B","A","B","NA","A","B","A","B"
17,109,"A","B","A","B","NA","A","B","A","B"
17,110,"A","B","A","B","NA","A","B","A","B"
17,111,"A","B","A","B","NA","A","B","A","B"
17,112,"A","B","A","B","NA","A","B","A","B"
17,113,"A","B","A","B","NA","A","B","A","B"
17,114,"A","B","A","B","NA","A","B","A","B"
17,115,"A","B","A","B","NA","A","B","A","B"
17,116,"A","B","A","B","NA","A","B","A","B"
17,117,"A","B","A","B","NA","A","B","A","B"
17,118,"A","B","A","B","NA","A","B","A","B"
17,119,"A","B","A","B","NA","A","B","A","B"
17,120,"A","B","A","B","NA","A","B","A","B"
17,121,"A","B","A","B","NA","A","B","A","B"
17,122,"A","B","A","B","NA","A","B","A","B"
17,123,"A","B","A","B","NA","A","B","A","B"
17,124,"A","B","A","B","NA","A","B","A","B"
17,125,"A","B","A","B","NA","A","B","A","B"
17,126,"A","B","A","B","NA","A","B","A","B"
17,127,"A","B","A","B","NA","A","B","A","B"
17,128,"A","B","A","B","NA","A","B","A","B"
17,129,"A","B","A","B","NA","A","B","A","B"
17,130,"A","B","A","B","NA","A","B","A","B"
17,131,"A","B","A","B","NA","A","B","A","B"
17,132,"A","B","A","B","NA","A","B","A","B"
17,133,"A","B","A","B","NA","A","B","A","B"
17,134,"A","B","A","B","NA","A","B","A","B"
17,135,"A","B","A","B","NA","A","B","A","B"
17,136,"A","B","A","B","NA","A","B","A","B"
17,137,"A","B","A","B","NA","A","B","A","B"
17,138,"A","B","A","B","NA","A","B","A","B"
17,139,"A","B","A","B","NA","A","B","A","B"
17,140,"A","B","A","B","NA","A","B","A","B"
17,141,"A","B","A","B","NA","A","B","A","B"
17,142,"A","B","A","B","NA","A","B","A","B"
17,143,"A","B","A","B","NA","A","B","A","B"
17,144,"A","B","A","B","NA","A","B","A","B"
17,145,"A","B","A","B","NA","A","B","A","B"
17,146,"A","B","A","B","NA","A","B","A","B"
17,147,"A","B","A","B","NA","A","B","A","B"
17,148,"A","B","A","B","NA","A","B","A","B"
17,149,"A","B","A","B","NA","A","B","A","B"
17,150,"A","B","A","B","NA","A","B","A","B"
17,151,"A","B","A","B","NA","A","B","A","B"
17,152,"A","B","A","B","NA","A","B","A","B"
17,153,"A","B","A","B","NA","A","B","A","B"
17,154,"A","B","A","B","NA","A","B","A","B"
17,155,"A","B","A","B","NA","A","B","A","B"
17,156,"A","B","A","B","NA","A","B","A","B"
17,157,"A","B","A","B","NA","A","B","A","B"
17,158,"A","B","A","B","NA","A","B","A","B"
17,159,"A","B","A","B","NA","A","B","A","B"
17,160,"A","B","A","B","NA","A","B","A","B"
17,161,"A","B","A","B","NA","A","B","A","B"
17,162,"A","B","A","B","NA","A","B","A","B"
17,163,"A","B","A","B","NA","A","B","A","B"
18,1,"A","B","A","B","NA","A","B","A","B"
18,2,"A","B","A","B","NA","A","B","A","B"
18,3,"A","B","A","B","NA","A","B","A","B"
18,4,"A","B","A","B","NA","A","B","A","B"
18,5,"A","B","A","B","NA","A","B","A","B"
18,6,"A","B","A","B","NA","A","B","A","B"
18,7,"A","B","A","B","NA","A","B","A","B"
18,8,"A","B","A","B","NA","A","B","A","B"
18,9,"A","B","A","B","NA","A","B","A","B"
18,10,"A","B","A","B","NA","A","B","A","B"
18,11,"A","B","A","B","NA","A","B","A","B"
18,12,"A","B","A","B","NA","A","B","A","B"
18,13,"A","B","A","B","NA","A","B","A","B"
18,14,"A","B","A","B","NA","A","B","A","B"
18,15,"A","B","A","B","NA","A","B","A","B"
18,16,"A","B","A","B","NA","A","B","A","B"
18,17,"A","B","A","B","NA","A","B","A","B"
18,18,"A","B","A","B","NA","A","B","A","B"
18,19,"A","B","A","B","NA","A","B","A","B"
18,20,"A","B","A","B","NA","A","B","A","B"
18,21,"A","B","A","B","NA","A","B","A","B"
18,22,"A","B","A","B","NA","A","B","A","B"
18,23,"A","B","A","B","NA","A","B","A","B"
18,24,"A","B","A","B","NA","A","B","A","B"
18,25,"A","B","A","B","NA","A","B","A","B"
18,26,"A","B","A","B","NA","A","B","A","B"
18,27,"A","B","A","B","NA","A","B","A","B"
18,28,"A","B","A","B","NA","A","B","A","B"
18,29,"A","B","A","B","NA","A","B","A","B"
18,30,"A","B","A","B","NA","A","B","A","B"
18,31,"A","B","A","B","NA","A","B","A","B"
18,32,"A","B","A","B","NA","A","B","A","B"
18,33,"A","B","A","B","NA","A","B","A","B"
18,34,"A","B","A","B","NA","A","B","A","B"
18,35,"A","B","A","B","NA","A","B","A","B"
18,36,"A","B","A","B","NA","A","B","A","B"
18,37,"A","B","A","B","NA","A","B","A","B"
18,38,"A","B","A","B","NA","A","B","A","B"
18,39,"A","B","A","B","NA","A","B","A","B"
18,40,"A","B","A","B","NA","A","B","A","B"
18,41,"A","B","A","B","NA","A","B","A","B"
18,42,"A","B","A","B","NA","A","B","A","B"
18,43,"A","B","A","B","NA","A","B","A","B"
18,44,"A","B","A","B","NA","A","B","A","B"
18,45,"A","B","A","B","NA","A","B","A","B"
18,46,"A","B","A","B","NA","A","B","A","B"
18,47,"A","B","A","B","NA","A","B","A","B"
18,48,"A","B","A","B","NA","A","B","A","B"
18,49,"A","B","A","B","NA","A","B","A","B"
18,50,"A","B","A","B","NA","A","B","A","B"
18,51,"A","B","A","B","NA","A","B","A","B"
18,52,"A","B","A","B","NA","A","B","A","B"
18,53,"A","B","A","B","NA","A","B","A","B"
18,54,"A","B","A","B","NA","A","B","A","B"
18,55,"A","B","A","B","NA","A","B","A","B"
18,56,"A","B","A","B","NA","A","B","A","B"
18,57,"A","B","A","B","NA","A","B","A","B"
18,58,"A","B","A","B","NA","A","B","A","B"
18,59,"A","B","A","B","NA","A","B","A","B"
18,60,"A","B","A","B","NA","A","B","A","B"
18,61,"A","B","A","B","NA","A","B","A","B"
18,62,"A","B","A","B","NA","A","B","A","B"
18,63,"A","B","A","B","NA","A","B","A","B"
18,64,"A","B","A","B","NA","A","B","A","B"
18,65,"A","B","A","B","NA","A","B","A","B"
18,66,"A","B","A","B","NA","A","B","A","B"
18,67,"A","B","A","B","NA","A","B","A","B"
18,68,"A","B","A","B","NA","A","B","A","B"
18,69,"A","B","A","B","NA","A","B","A","B"
18,70,"A","B","A","B","NA","A","B","A","B"
18,71,"A","B","A","B","NA","A","B","A","B"
18,72,"A","B","A","B","NA","A","B","A","B"
18,73,"A","B","A","B","NA","A","B","A","B"
18,74,"A","B","A","B","NA","A","B","A","B"
18,75,"A","B","A","B","NA","A","B","A","B"
18,76,"A","B","A","B","NA","A","B","A","B"
18,77,"A","B","A","B","NA","A","B","A","B"
18,78,"A","B","A","B","NA","A","B","A","B"
18,79,"A","B","A","B","NA","A","B","A","B"
18,80,"A","B","A","B","NA","A","B","A","B"
18,81,"A","B","A","B","NA","A","B","A","B"
18,82,"A","B","A","B","NA","A","B","A","B"
18,83,"A","B","A","B","NA","A","B","A","B"
18,84,"A","B","A","B","NA","A","B","A","B"
18,85,"A","B","A","B","NA","A","B","A","B"
18,86,"A","B","A","B","NA","A","B","A","B"
18,87,"A","B","A","B","NA","A","B","A","B"
18,88,"A","B","A","B","NA","A","B","A","B"
18,89,"A","B","A","B","NA","A","B","A","B"
18,90,"A","B","A","B","NA","A","B","A","B"
18,91,"A","B","A","B","NA","A","B","A","B"
18,92,"A","B","A","B","NA","A","B","A","B"
18,93,"A","B","A","B","NA","A","B","A","B"
18,94,"A","B","A","B","NA","A","B","A","B"
18,95,"A","B","A","B","NA","A","B","A","B"
18,96,"A","B","A","B","NA","A","B","A","B"
18,97,"A","B","A","B","NA","A","B","A","B"
18,98,"A","B","A","B","NA","A","B","A","B"
18,99,"A","B","A","B","NA","A","B","A","B"
18,100,"A","B","A","B","NA","A","B","A","B"
18,101,"A","B","A","B","NA","A","B","A","B"
18,102,"A","B","A","B","NA","A","B","A","B"
18,103,"A","B","A","B","NA","A","B","A","B"
18,104,"A","B","A","B","NA","A","B","A","B"
18,105,"A","B","A","B","NA","A","B","A","B"
18,106,"A","B","A","B","NA","A","B","A","B"
18,107,"A","B","A","B","NA","A","B","A","B"
